paperId,method,node,section,basis,evidence,sourceUrl
huang2026gaitmax-cvpr-2026,GaitMax,Benchmark coverage,V-A,Survey discussion,"Controlled collections provide covariate labels and matched conditions, making model failures easier to attribute, but often simplify acquisition or limit population diversity. In-the-wild collections broaden scale and realism, yet rarely provide comparably balanced combinations of people and conditions. GREW's attributes, RA-GAR's richer attribute supervision, and recent language descriptions help characterize these observations. The difficulty is obtaining reliable coverage of interacting factors.",https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_Unlocking_Motion_from_Large_Vision_Models_with_a_Semantic_and_CVPR_2026_paper.pdf
wang2025gaitc-tcsvt-2025,GaitC3I,Benchmark coverage,V-A,Survey discussion,"Covariate imbalance can also make aggregate accuracy optimistic about robustness. GaitC3I analyzes how identity–covariate correlations in wild data bias metric learning; stronger results on the dominant, similar-condition pairs need not imply reliable matching across rarer changes. A promising benchmark design couples large natural collections with a smaller, densely annotated diagnostic subset. Pair-conditioned reporting, longitudinal sampling, and held-out combinations would preserve realism while making gains and failures more interpretable.",https://doi.org/10.1109/TCSVT.2025.3545210
wang2026mmgait-cvpr-2026,OmniGait,Missing inputs,V-A,Survey discussion,"MMGait and long-range camera–LiDAR learning enable heterogeneous observations. The challenge is to retain fusion benefits when sensors are missing, asynchronous, or unequally reliable. Quality-conditioned fusion and modality dropout are plausible directions, but evaluations should distinguish measured information from imputed features. Predictable degradation under partial availability may matter more in deployment than the best complete-input score.",https://arxiv.org/abs/2604.15979
lu2026walking-aaai-2026,EMGaitNet,Missing inputs,V-A,Survey discussion,"MMGait and long-range camera–LiDAR learning enable heterogeneous observations. The challenge is to retain fusion benefits when sensors are missing, asynchronous, or unequally reliable. Quality-conditioned fusion and modality dropout are plausible directions, but evaluations should distinguish measured information from imputed features. Predictable degradation under partial availability may matter more in deployment than the best complete-input score.",https://ojs.aaai.org/index.php/AAAI/article/view/37703
ref-liu2025person,FarSight,Whole-body recognition,V-A,Survey discussion,"Face, body shape, appearance, and gait differ in spatial resolution, observation duration, permanence, and failure modes. FarSight integrates these cues under altitude and range, while VILLS studies local and global information for long-range recognition. SapiensID provides a complementary unified model for face and body recognition across pose and scale variations, offering a related foundation for whole-body identity representation. Effective fusion combines complementary evidence while accounting for differences in score scale and input quality. Quality-guided score-fusion experts explicitly address score misalignment and variable input quality.",
ref-huang2025vills,Vills: Video-image learning to learn semantics for person re-identification,Whole-body recognition,V-A,Survey discussion,"Face, body shape, appearance, and gait differ in spatial resolution, observation duration, permanence, and failure modes. FarSight integrates these cues under altitude and range, while VILLS studies local and global information for long-range recognition. SapiensID provides a complementary unified model for face and body recognition across pose and scale variations, offering a related foundation for whole-body identity representation. Effective fusion combines complementary evidence while accounting for differences in score scale and input quality. Quality-guided score-fusion experts explicitly address score misalignment and variable input quality.",https://doi.org/10.1109/wacv61041.2025.00582
ref-kim2025sapiensid,SapiensID,Whole-body recognition,V-A,Survey discussion,"Face, body shape, appearance, and gait differ in spatial resolution, observation duration, permanence, and failure modes. FarSight integrates these cues under altitude and range, while VILLS studies local and global information for long-range recognition. SapiensID provides a complementary unified model for face and body recognition across pose and scale variations, offering a related foundation for whole-body identity representation. Effective fusion combines complementary evidence while accounting for differences in score scale and input quality. Quality-guided score-fusion experts explicitly address score misalignment and variable input quality.",https://arxiv.org/abs/2504.04708
ref-zhu2025qme,QME,Whole-body recognition,V-A,Survey discussion,"Face, body shape, appearance, and gait differ in spatial resolution, observation duration, permanence, and failure modes. FarSight integrates these cues under altitude and range, while VILLS studies local and global information for long-range recognition. SapiensID provides a complementary unified model for face and body recognition across pose and scale variations, offering a related foundation for whole-body identity representation. Effective fusion combines complementary evidence while accounting for differences in score scale and input quality. Quality-guided score-fusion experts explicitly address score misalignment and variable input quality.",https://arxiv.org/abs/2508.00053
huang2024occluded-eccv-2024,GaitMoE,Interacting failures,V-A,Survey discussion,"Real failures combine clothing, occlusion, sensor degradation, and preprocessing error. Factorial stress tests could reveal interactions that single-corruption evaluation misses. Models also need to distinguish recoverable corruption from insufficient observation; quality-aware abstention should report retained coverage, including people with atypical gaits or walking aids.",
sayera2026robustgait-wacv-2026,RobustGait,Interacting failures,V-A,Survey discussion,"Real failures combine clothing, occlusion, sensor degradation, and preprocessing error. Factorial stress tests could reveal interactions that single-corruption evaluation misses. Models also need to distinguish recoverable corruption from insufficient observation; quality-aware abstention should report retained coverage, including people with atypical gaits or walking aids.",https://arxiv.org/abs/2511.13065
freire2026multiyear-pr-2026,Gait + HAR fusion,Generalization,V-A,Survey discussion,"Cross-dataset tests bundle changes in population, cameras, and preprocessing, often obscuring the dominant cause. Unseen-site evaluation paired with controlled shifts could connect laboratory remedies to deployment. Multi-year studies further motivate separating identity persistence from aging, injury, and changing appearance. Session-separated enrollment updates would test adaptation without accumulating incorrect associations.",https://www.sciencedirect.com/science/article/pii/S0031320325012907
ref-su2024open,Open-set biometrics: Beyond good closed-set models,Open-set recognition,V-A,Survey discussion,"Unknown people, changing galleries, and repeated encounters require more than closed-set retrieval. A useful next test freezes calibration on held-out validation identities, then expands the gallery or changes the site. Reporting false identifications, missed identifications, and retained coverage would reveal whether thresholds remain usable. Repeated observations may support enrollment updates, but identity-switch recovery and update errors should be measured alongside search speed and storage.",https://doi.org/10.1007/978-3-031-73033-7_14
cai2026barbiegait-cvpr-2026,GaitCLIF,Foundation models,V-B,Survey discussion,"BarbieGait, DenoisingGait, and CoD^2 use generation as data, prior, and representation learning. For broader reuse, clip count should be distinguished from the number of separable identities and useful conditions per identity. Repeated clothing or background variants can increase volume without equally increasing effective coverage. Gait adds constraints of identity consistency, temporal continuity, and plausible biomechanics. Independent recognizers and held-out real conditions can test identity retention without relying only on the model used to supervise generation; ordinary augmentation remains a relevant baseline.",https://arxiv.org/abs/2604.12221
jin2025denoising-cvpr-2025,DenoisingGait,Foundation models,V-B,Survey discussion,"BarbieGait, DenoisingGait, and CoD^2 use generation as data, prior, and representation learning. For broader reuse, clip count should be distinguished from the number of separable identities and useful conditions per identity. Repeated clothing or background variants can increase volume without equally increasing effective coverage. Gait adds constraints of identity consistency, temporal continuity, and plausible biomechanics. Independent recognizers and held-out real conditions can test identity retention without relying only on the model used to supervise generation; ordinary augmentation remains a relevant baseline.",https://openaccess.thecvf.com/content/CVPR2025/html/Jin_On_Denoising_Walking_Videos_for_Gait_Recognition_CVPR_2025_paper.html
xiong2026cod2-aaai-2026,CoD2,Foundation models,V-B,Survey discussion,"BarbieGait, DenoisingGait, and CoD^2 use generation as data, prior, and representation learning. For broader reuse, clip count should be distinguished from the number of separable identities and useful conditions per identity. Repeated clothing or background variants can increase volume without equally increasing effective coverage. Gait adds constraints of identity consistency, temporal continuity, and plausible biomechanics. Independent recognizers and held-out real conditions can test identity retention without relying only on the model used to supervise generation; ordinary augmentation remains a relevant baseline.",https://ojs.aaai.org/index.php/AAAI/article/view/38096
ref-ye2025biggergait,BiggerGait,Foundation models,V-B,Survey discussion,"General visual pretraining supplies transferable structure, but its objectives need not preserve every distinction between individual walking patterns. BiggerGait finds useful gait information in intermediate layers that is less accessible in the final representation; GaitMax identifies temporal information omitted by order-invariant aggregation of visual features. Together, these findings identify feature selection and temporal encoding as useful interfaces for gait-specific adaptation.",https://proceedings.neurips.cc/paper_files/paper/2025/file/6a5c23219f401f3efd322579002dbb80-Paper-Conference.pdf
huang2026gaitmax-cvpr-2026,GaitMax,Foundation models,V-B,Survey discussion,"General visual pretraining supplies transferable structure, but its objectives need not preserve every distinction between individual walking patterns. BiggerGait finds useful gait information in intermediate layers that is less accessible in the final representation; GaitMax identifies temporal information omitted by order-invariant aggregation of visual features. Together, these findings identify feature selection and temporal encoding as useful interfaces for gait-specific adaptation.",https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_Unlocking_Motion_from_Large_Vision_Models_with_a_Semantic_and_CVPR_2026_paper.pdf
ye2026foundationgait-eccv-2026,FoundationGait,Foundation models,V-B,Survey discussion,"Gait-specific pretraining, including FoundationGait and skeleton-based scaling, offers a complementary route, with greater demands on walking data and training resources. A productive comparison would hold target labels and model capacity as closely matched as possible while contrasting general-model adaptation, dedicated pretraining, and their combination. Reporting pretraining and deployment costs separately would help establish when gait-specific temporal learning, adapters, or distilled students add value to reusable spatial features.",https://arxiv.org/abs/2512.00691
cosma2026scaling-aaai-2026,GaitPT scaling study,Foundation models,V-B,Survey discussion,"Gait-specific pretraining, including FoundationGait and skeleton-based scaling, offers a complementary route, with greater demands on walking data and training resources. A productive comparison would hold target labels and model capacity as closely matched as possible while contrasting general-model adaptation, dedicated pretraining, and their combination. Reporting pretraining and deployment costs separately would help establish when gait-specific temporal learning, adapters, or distilled students add value to reusable spatial features.",https://ojs.aaai.org/index.php/AAAI/article/view/37340
ref-li2024finerehab,FineRehab: A Multi-modality and Multi-task Dataset for Rehabilitation Analysis,Healthcare,V-C,Survey discussion,"Action-based rehabilitation analysis evaluates prescribed movements with known intent and expert quality labels. FineRehab, for example, combines visual and inertial observations for exercise recognition and multidimensional quality assessment. Walking offers a complementary opportunity: it is frequent in daily life and can support repeated observation with less task-specific instruction. Video-based scoliosis studies, ScoliGaitX, and recent skeletal-health modeling demonstrate interest in this direction. Together, these studies motivate task-specific models for repeated assessment of everyday walking.",https://openaccess.thecvf.com/content/CVPR2024W/CVsports/html/Li_FineRehab_A_Multi-modality_and_Multi-task_Dataset_for_Rehabilitation_Analysis_CVPRW_2024_paper.html
ref-zhou2024gait,ScoNet / ScoNet-MT,Healthcare,V-C,Survey discussion,"Action-based rehabilitation analysis evaluates prescribed movements with known intent and expert quality labels. FineRehab, for example, combines visual and inertial observations for exercise recognition and multidimensional quality assessment. Walking offers a complementary opportunity: it is frequent in daily life and can support repeated observation with less task-specific instruction. Video-based scoliosis studies, ScoliGaitX, and recent skeletal-health modeling demonstrate interest in this direction. Together, these studies motivate task-specific models for repeated assessment of everyday walking.",https://papers.miccai.org/miccai-2024/348-Paper1763.html
vishwakarma2026scoligaitx-wacv-2026,ScoliGaitX,Healthcare,V-C,Survey discussion,"Action-based rehabilitation analysis evaluates prescribed movements with known intent and expert quality labels. FineRehab, for example, combines visual and inertial observations for exercise recognition and multidimensional quality assessment. Walking offers a complementary opportunity: it is frequent in daily life and can support repeated observation with less task-specific instruction. Video-based scoliosis studies, ScoliGaitX, and recent skeletal-health modeling demonstrate interest in this direction. Together, these studies motivate task-specific models for repeated assessment of everyday walking.",https://openaccess.thecvf.com/content/WACV2026/html/Vishwakarma_ScoliGaitX_A_Deep_Multi-Modal_Fusion_Network_for_Scoliosis_Assessment_via_WACV_2026_paper.html
gabet2026health-arxiv-2026,Health gait foundation model,Healthcare,V-C,Survey discussion,"Action-based rehabilitation analysis evaluates prescribed movements with known intent and expert quality labels. FineRehab, for example, combines visual and inertial observations for exercise recognition and multidimensional quality assessment. Walking offers a complementary opportunity: it is frequent in daily life and can support repeated observation with less task-specific instruction. Video-based scoliosis studies, ScoliGaitX, and recent skeletal-health modeling demonstrate interest in this direction. Together, these studies motivate task-specific models for repeated assessment of everyday walking.",https://arxiv.org/abs/2603.25283
adeli2026gaitgen-wacv-2026,GAITGen,Healthcare,V-C,Survey discussion,"Atypical gait may reflect pathology, fatigue, footwear, or a person's usual style. Identity-pretrained features can encode a personal baseline, but matching invariance may suppress asymmetry or temporal change needed for assessment. A key comparison is whether identity pretraining improves longitudinal change detection over action- or pose-pretrained features under matched labels and capacity. Task-specific readouts could preserve this distinction. Comparing a patient's change with their own baseline, alongside population-level assessment, would help test whether the representation separates stable personal style from clinically relevant variation. Generative approaches such as GAITGen likewise need condition-relevant biomechanics, beyond visually plausible walking.",https://openaccess.thecvf.com/content/WACV2026/html/Adeli_GAITGen_Disentangled_Motion-Pathology_Impaired_Gait_Generative_Model_--_Bringing_Motion_WACV_2026_paper.html
ref-rollo2023followme,FollowMe: A Robust Person Following Framework Based on Visual Re-Identification and Gestures,Robotics,V-D,Survey discussion,"Human detection, pose, gestures, tracking, and appearance ReID already support robot interaction. FollowMe integrates ReID and gesture recognition with navigation; online continual ReID adapts person-following features to changing viewpoints and appearance. Gait could complement these systems when a person faces away or facial detail is unavailable, particularly during reacquisition after occlusion. Existing components establish a feasible integration context, while gait's incremental value still needs robot-based evaluation.",https://doi.org/10.1109/ARSO56563.2023.10187536
ref-ye2024robotreid,Person Re-Identification for Robot Person Following With Online Continual Learning,Robotics,V-D,Survey discussion,"Human detection, pose, gestures, tracking, and appearance ReID already support robot interaction. FollowMe integrates ReID and gesture recognition with navigation; online continual ReID adapts person-following features to changing viewpoints and appearance. Gait could complement these systems when a person faces away or facial detail is unavailable, particularly during reacquisition after occlusion. Existing components establish a feasible integration context, while gait's incremental value still needs robot-based evaluation.",https://doi.org/10.1109/LRA.2024.3438042
shen2024comprehensive-tbiom-2025,"A comprehensive survey on deep gait recognition: Algorithms, datasets, and challenges",Privacy and responsible use,VI,Survey discussion,"Gait can support identification and linkage when facial detail is unavailable. Identity information can persist in silhouettes and compact embeddings. Relevant risks include unwanted identification, cross-release linkage, and sensitive-attribute inference; security additionally concerns impersonation, evasion, and tampering.",https://doi.org/10.1109/TBIOM.2024.3486345
he2023temporal-pr-2023,Temporal Sparse Adversarial Attack,Privacy and responsible use,VI,Survey discussion,"Protection can act on videos, derived representations, templates, or access to outputs. Each protection claim should specify the released object, the adversary's access, and the downstream utility to be retained. Adversarial gait methods manipulate temporal or contour information, while GaitProtector uses diffusion-latent optimization for gait de-identification. GaitEditor explores a complementary route through semantic attribute editing in a GAN latent space, using stronger and repeated edits to reduce identity recognizability while retaining visually plausible walking sequences. Their protection depends on attacker access, transfer to unseen recognizers, and survival through compression and re-extraction. Evaluation can examine transfer to independent recognizers, adaptation to protected data, and linkage across repeated releases. For example, testing a new recognizer trained on protected outputs would ask whether identity information remains learnable, beyond whether protection transfers to an already trained model. Repeated-release tests should also examine whether observations that are individually difficult to identify become linkable when combined.",https://doi.org/10.1016/j.patcog.2022.109028
hou2025edge-ijcv-2024,Edge-Oriented Adversarial Attack,Privacy and responsible use,VI,Survey discussion,"Protection can act on videos, derived representations, templates, or access to outputs. Each protection claim should specify the released object, the adversary's access, and the downstream utility to be retained. Adversarial gait methods manipulate temporal or contour information, while GaitProtector uses diffusion-latent optimization for gait de-identification. GaitEditor explores a complementary route through semantic attribute editing in a GAN latent space, using stronger and repeated edits to reduce identity recognizability while retaining visually plausible walking sequences. Their protection depends on attacker access, transfer to unseen recognizers, and survival through compression and re-extraction. Evaluation can examine transfer to independent recognizers, adaptation to protected data, and linkage across repeated releases. For example, testing a new recognizer trained on protected outputs would ask whether identity information remains learnable, beyond whether protection transfers to an already trained model. Repeated-release tests should also examine whether observations that are individually difficult to identify become linkable when combined.",https://doi.org/10.1007/s11263-024-02225-1
gaitprotector2026-arxiv-2026,GaitProtector,Privacy and responsible use,VI,Survey discussion,"Protection can act on videos, derived representations, templates, or access to outputs. Each protection claim should specify the released object, the adversary's access, and the downstream utility to be retained. Adversarial gait methods manipulate temporal or contour information, while GaitProtector uses diffusion-latent optimization for gait de-identification. GaitEditor explores a complementary route through semantic attribute editing in a GAN latent space, using stronger and repeated edits to reduce identity recognizability while retaining visually plausible walking sequences. Their protection depends on attacker access, transfer to unseen recognizers, and survival through compression and re-extraction. Evaluation can examine transfer to independent recognizers, adaptation to protected data, and linkage across repeated releases. For example, testing a new recognizer trained on protected outputs would ask whether identity information remains learnable, beyond whether protection transfers to an already trained model. Repeated-release tests should also examine whether observations that are individually difficult to identify become linkable when combined.",https://arxiv.org/abs/2605.12431
ref-ma2024gaiteditor,Pedestrian Attribute Editing for Gait Recognition and Anonymization,Privacy and responsible use,VI,Survey discussion,"Protection can act on videos, derived representations, templates, or access to outputs. Each protection claim should specify the released object, the adversary's access, and the downstream utility to be retained. Adversarial gait methods manipulate temporal or contour information, while GaitProtector uses diffusion-latent optimization for gait de-identification. GaitEditor explores a complementary route through semantic attribute editing in a GAN latent space, using stronger and repeated edits to reduce identity recognizability while retaining visually plausible walking sequences. Their protection depends on attacker access, transfer to unseen recognizers, and survival through compression and re-extraction. Evaluation can examine transfer to independent recognizers, adaptation to protected data, and linkage across repeated releases. For example, testing a new recognizer trained on protected outputs would ask whether identity information remains learnable, beyond whether protection transfers to an already trained model. Repeated-release tests should also examine whether observations that are individually difficult to identify become linkable when combined.",https://arxiv.org/abs/2303.05076v2
